Spanish	4	76826237	10236
				6)	ilic	5206	1577	1.3965084E-5
				7)	ilin	8290	413	3.657311E-6
				8)	ilio	9158	296	2.6212206E-6
				9)	ilig	9224	289	2.5592321E-6
				10)	ilim	9862	227	2.0101927E-6
			2)	ill	0	0	0.0
				1)	illo	1293	15086	1.3359368E-4
				2)	illa	2828	5481	4.853686E-5
				3)	ille	6050	1087	9.625901E-6
				4)	illó	6941	731	6.4733517E-6
			3)	ile	0	0	0.0
				1)	iles	1625	11711	1.03706465E-4
				2)	ileg	2692	5976	5.2920317E-5
				3)	ilen	5486	1372	1.2149711E-5
				4)	ilem	9785	236	2.089892E-6
			4)	ila	0	0	0.0
				1)	ilar	2807	5556	4.920102E-5
				2)	ilat	3130	4623	4.093886E-5
				3)	ilan	4636	2069	1.8321976E-5
				4)	ilac	5179	1598	1.4151048E-5
				5)	ilad	7429	590	5.22473E-6
				6)	ilas	7691	531	4.7022572E-6
				7)	ila_	8194	430	3.807854E-6
				8)	ilag	9948	220	1.9482045E-6
			5)	ilo	0	0	0.0
				1)	ilo_	3393	3978	3.5227076E-5
				2)	ilos	6489	884	7.828239E-6
				3)	ilot	7053	700	6.198832E-6
			6)	ilu	0	0	0.0
				1)	ilus	5323	1475	1.30618255E-5
			7)	ilm	0	0	0.0
				1)	ilme	5893	1156	1.0236929E-5
			8)	iló	0	0	0.0
				1)	ilóm	8201	429	3.7989987E-6
			9)	ilí	0	0	0.0
				1)	ilís	8618	368	3.2588146E-6
				2)	ilíc	8824	339	3.002006E-6
			10)	ilt	0	0	0.0
				1)	iltr	8719	351	3.1082716E-6
			11)	ilf	0	0	0.0
				1)	ilfa	9926	222	1.9659153E-6
			12)	ilv	0	0	0.0
				1)	ilve	9940	221	1.9570598E-6
		16)	iz	0	0	0.0
			1)	iza	0	0	0.0
				1)	izar	389	36384	3.221976E-4
				2)	izac	405	35672	3.1589248E-4
				3)	izad	777	23721	2.1006071E-4
				4)	izan	2528	6555	5.8047637E-5
				5)	iza_	2776	5680	5.0299095E-5
				6)	izas	5459	1386	1.2273687E-5
				7)	izaj	5856	1173	1.0387472E-5
				8)	izam	6578	846	7.4917316E-6
				9)	izab	8249	421	3.7281548E-6
				10)	izat	10003	216	1.9127824E-6
			2)	izá	0	0	0.0
				1)	izás	3808	3128	2.7699925E-5
				2)	izá_	4415	2294	2.031446E-5
			3)	izo	0	0	0.0
				1)	izo_	3871	3019	2.6734679E-5
				2)	izos	5890	1158	1.0254639E-5
				3)	izon	6683	807	7.146368E-6
			4)	izq	0	0	0.0
				1)	izqu	6281	977	8.651798E-6
			5)	izó	0	0	0.0
				1)	izó_	6552	857	7.5891417E-6
		17)	iu	0	0	0.0
			1)	iud	0	0	0.0
				1)	iuda	529	30593	2.7091554E-4
			2)	iun	0	0	0.0
				1)	iunf	8448	390	3.4536351E-6
		18)	ir	0	0	0.0
			1)	ire	0	0	0.0
				1)	irec	687	25891	2.292771E-4
				2)	irem	4350	2374	2.1022897E-5
				3)	ire_	5177	1599	1.4159904E-5
				4)	iren	8845	337	2.984295E-6
			2)	irm	0	0	0.0
				1)	irma	1414	13626	1.206647E-4
				2)	irme	2211	7964	7.0525E-5
				3)	irmó	6653	817	7.2349226E-6
				4)	irmo	10210	202	1.7888059E-6
			3)	irá	0	0	0.0
				1)	irá_	1744	10881	9.6356416E-5
				2)	irán	3162	4541	4.021271E-5
			4)	irs	0	0	0.0
				1)	irse	1840	10333	9.150362E-5
			5)	irc	0	0	0.0
				1)	ircu	2269	7696	6.8151734E-5
			6)	iri	0	0	0.0
				1)	irig	2515	6615	5.8578964E-5
				2)	irid	6393	922	8.164748E-6
				3)	irie	6956	727	6.43793E-6
				4)	irir	7240	640	5.667504E-6
				5)	irij	7272	631	5.5878045E-6
				6)	irió	9414	270	2.3909781E-6
				7)	irit	9910	223	1.9747708E-6
				8)	irio	9950	219	1.939349E-6
			7)	irí	0	0	0.0
				1)	iría	2594	6290	5.5700937E-5
			8)	irl	0	0	0.0
				1)	irle	3348	4088	3.620118E-5
				2)	irlo	3553	3630	3.2145374E-5
				3)	irla	3600	3519	3.1162414E-5
			9)	ira	0	0	0.0
				1)	irar	4226	2536	2.2457483E-5
				2)	irad	4360	2363	2.0925487E-5
				3)	iran	5185	1594	1.4115627E-5
				4)	irac	5619	1291	1.14324175E-5
				5)	iraq	5772	1214	1.0750547E-5
				6)	ira_	5816	1187	1.0511449E-5
				7)	iras	6967	724	6.4113638E-6
				8)	irat	8200	429	3.7989987E-6
				9)	iram	8493	385	3.4093578E-6
				10)	iral	9435	268	2.3732673E-6
				11)	irab	9852	228	2.0190482E-6
			10)	irr	0	0	0.0
				1)	irre	4231	2533	2.2430917E-5
				2)	irra	9285	283	2.5060992E-6
				3)	irri	9787	235	2.0810364E-6
			11)	irt	0	0	0.0
				1)	irtu	4416	2294	2.031446E-5
				2)	irti	5899	1153	1.0210362E-5
			12)	iré	0	0	0.0
				1)	iré_	4591	2114	1.8720473E-5
			13)	irn	0	0	0.0
				1)	irno	4776	1924	1.7037934E-5
			14)	irv	0	0	0.0
				1)	irve	5444	1396	1.2362242E-5
				2)	irva	7295	624	5.525816E-6
			15)	iru	0	0	0.0
				1)	irus	8179	432	3.825565E-6
			16)	iro	0	0	0.0
				1)	iro_	8221	425	3.7635766E-6
		19)	ip	0	0	0.0
			1)	ipi	0	0	0.0
				1)	ipio	1028	18704	1.656328E-4
				2)	ipit	7902	484	4.2860497E-6
			2)	ipu	0	0	0.0
				1)	iput	1341	14495	1.283601E-4
				2)	ipul	5008	1722	1.52491275E-5
			3)	ipa	0	0	0.0
				1)	ipal	1578	12046	1.0667305E-4
				2)	ipac	2813	5531	4.897963E-5
				3)	ipar	3139	4593	4.0673196E-5
				4)	ipan	4933	1792	1.586901E-5
				5)	ipad	5188	1591	1.408906E-5
				6)	ipa_	8510	383	3.3916467E-6
				7)	ipam	8930	326	2.8868847E-6
			4)	ipo	0	0	0.0
				1)	ipo_	1592	11963	1.05938045E-4
				2)	ipos	3627	3473	3.075506E-5
				3)	ipoc	7962	471	4.1709286E-6
				4)	ipot	8387	399	3.5333344E-6
			5)	ipl	0	0	0.0
				1)	iplo	5087	1665	1.4744365E-5
				2)	ipli	5270	1519	1.3451466E-5
				3)	iple	6633	825	7.3057668E-6
			6)	ipc	0	0	0.0
				1)	ipci	5408	1420	1.2574774E-5
			7)	ipr	0	0	0.0
				1)	ipri	6522	868	7.686552E-6
				2)	ipro	8446	391	3.4624907E-6
			8)	ipe	0	0	0.0
				1)	ipe_	6791	774	6.854137E-6
				2)	ipen	7117	677	5.9951562E-6
				3)	iper	9105	302	2.6743533E-6
			9)	ipó	0	0	0.0
				1)	ipóc	8943	323	2.8603183E-6
				2)	ipót	10136	206	1.8242278E-6
		20)	ig	0	0	0.0
			1)	igu	0	0	0.0
				1)	igua	1065	18019	1.595668E-4
				2)	igui	1515	12618	1.1173838E-4
				3)	igue	1742	10892	9.645383E-5
				4)	igur	3292	4207	3.725498E-5
				5)	iguo	4323	2404	2.128856E-5
			2)	iga	0	0	0.0
				1)	igac	1161	16663	1.4755878E-4
				2)	igad	3093	4690	4.1532177E-5
				3)	iga_	3255	4312	3.8184808E-5
				4)	igan	4117	2663	2.3582128E-5
				5)	igar	4262	2500	2.2138687E-5
				6)	igat	4616	2088	1.8490231E-5
				7)	igam	5872	1165	1.0316628E-5
			3)	ige	0	0	0.0
				1)	igen	1406	13709	1.213997E-4
				2)	ige_	3755	3222	2.8532339E-5
				3)	iger	5516	1354	1.19903125E-5
			4)	ign	0	0	0.0
				1)	igni	1487	12913	1.1435075E-4
				2)	igna	2703	5917	5.2397845E-5
				3)	igno	3823	3095	2.7407694E-5
				4)	igne	10056	211	1.8685051E-6
			5)	igr	0	0	0.0
				1)	igra	1798	10581	9.3699775E-5
				2)	igro	2398	7139	6.321923E-5
			6)	igo	0	0	0.0
				1)	igo_	2715	5875	5.2025913E-5
				2)	igor	3317	4152	3.676793E-5
				3)	igos	4289	2456	2.1749045E-5
			7)	igi	0	0	0.0
				1)	igid	3595	3529	3.125097E-5
				2)	igir	3644	3429	3.0365423E-5
				3)	igio	4026	2810	2.4883884E-5
				4)	igin	4140	2646	2.3431587E-5
				5)	igil	4269	2490	2.2050132E-5
				6)	igió	6147	1043	9.23626E-6
				7)	igit	6379	927	8.209025E-6
				8)	igie	6444	901	7.978782E-6
				9)	igim	7631	542	4.7996673E-6
			8)	igl	0	0	0.0
				1)	iglo	4652	2054	1.8189145E-5
				2)	igle	8656	359	3.1791153E-6
			9)	igü	0	0	0.0
				1)	igüe	7798	509	4.5074366E-6
			10)	igm	0	0	0.0
				1)	igma	9747	240	2.1253138E-6
		21)	iq	0	0	0.0
			1)	iqu	0	0	0.0
				1)	ique	1974	9364	8.292266E-5
				2)	iqui	3851	3048	2.6991487E-5
		22)	iá	0	0	0.0
			1)	iál	0	0	0.0
				1)	iálo	2309	7561	6.695624E-5
			2)	iát	0	0	0.0
				1)	iáti	6955	727	6.43793E-6
			3)	ián	0	0	0.0
				1)	iánd	10037	213	1.8862161E-6
		23)	iñ	0	0	0.0
			1)	iño	0	0	0.0
				1)	iños	2835	5474	4.8474867E-5
				2)	iño_	7386	598	5.295574E-6
			2)	iña	0	0	0.0
				1)	iñas	8326	408	3.6130336E-6
		24)	ij	0	0	0.0
			1)	ijo	0	0	0.0
				1)	ijo_	3861	3030	2.6832087E-5
				2)	ijos	5403	1423	1.260134E-5
			2)	ija	0	0	0.0
				1)	ijad	5175	1601	1.41776145E-5
				2)	ijar	5396	1426	1.26279065E-5
				3)	ija_	6205	1013	8.970595E-6
				4)	ijan	7530	564	4.994488E-6
				5)	ijac	8737	349	3.0905605E-6
				6)	ijam	9623	251	2.222724E-6
			3)	ije	0	0	0.0
				1)	ije_	6847	759	6.7213055E-6
				2)	ijer	7656	537	4.75539E-6
		25)	ik	0	0	0.0
			1)	ika	0	0	0.0
				1)	ika_	9746	240	2.1253138E-6
	2)	c	0	0	0.0
		1)	ci	0	0	0.0
			1)	ció	0	0	0.0
				1)	ción	2	550832	0.004877879
				2)	ció_	4223	2541	2.2501761E-5
			2)	cio	0	0	0.0
				1)	cion	11	254793	0.0022563129
				2)	cio_	377	36901	3.2677586E-4
				3)	cios	450	33908	3.0027144E-4
				4)	cioe	6912	740	6.553051E-6
			3)	cia	0	0	0.0
				1)	cia_	37	140178	0.0012413427
				2)	cial	102	84176	7.454184E-4
				3)	cias	250	49449	4.3789437E-4
				4)	ciac	762	24028	2.1277934E-4
				5)	ciar	1532	12463	1.1036578E-4
				6)	ciat	1599	11894	1.0532702E-4
				7)	ciad	1864	10187	9.021072E-5
				8)	cian	3863	3027	2.6805521E-5
				9)	ciam	6390	924	8.182458E-6
				10)	ciab	7110	680	6.0217226E-6
			4)	cie	0	0	0.0
				1)	cien	242	50222	4.4473965E-4
				2)	cier	841	22081	1.9553774E-4
				3)	cied	1871	10104	8.947572E-5
				4)	ciem	3528	3692	3.2694414E-5
				5)	cie_	4103	2680	2.3732671E-5
				6)	cies	5465	1384	1.2255977E-5
				7)	ciel	7571	556	4.9236437E-6
				8)	cieg	8961	322	2.8514628E-6
			5)	cir	0	0	0.0
				1)	cir_	445	34005	3.011304E-4
				2)	circ	2244	7802	6.909041E-5
				3)	cirl	3405	3964	3.51031E-5
				4)	cirs	5031	1700	1.50543065E-5
				5)	cirá	5933	1142	1.0112952E-5
				6)	cirí	7565	557	4.9324995E-6
				7)	cirn	8733	350	3.099416E-6
			6)	ciu	0	0	0.0
				1)	ciud	531	30556	2.705879E-4
			7)	cim	0	0	0.0
				1)	cimi	690	25860	2.2900257E-4
				2)	cimo	4936	1789	1.5842445E-5
			8)	cip	0	0	0.0
				1)	cipa	729	25021	2.2157283E-4
				2)	cipi	987	19298	1.7089295E-4
				3)	cipe	5909	1151	1.0192652E-5
				4)	cipl	6527	866	7.668841E-6
				5)	cipr	8657	359	3.1791153E-6
			9)	cis	0	0	0.0
				1)	cisi	793	23275	2.0611117E-4
				2)	cisa	2502	6660	5.897746E-5
				3)	ciso	3045	4818	4.2665677E-5
				4)	cism	5126	1643	1.4549545E-5
				5)	cist	6734	790	6.995825E-6
			10)	cid	0	0	0.0
				1)	cida	857	21666	1.9186271E-4
				2)	cido	1006	18972	1.6800607E-4
				3)	cidi	1958	9461	8.378165E-5
				4)	cide	2430	6976	6.177579E-5
			11)	cit	0	0	0.0
				1)	cita	1062	18135	1.6059403E-4
				2)	cito	3092	4691	4.1541032E-5
				3)	citu	4249	2518	2.2298085E-5
				4)	cit_	5442	1399	1.2388809E-5
				5)	cite	7647	539	4.773101E-6
				6)	citó	8535	380	3.3650804E-6
			12)	cil	0	0	0.0
				1)	cili	2067	8813	7.80433E-5
				2)	cil_	2193	8060	7.137513E-5
				3)	cill	3905	2981	2.639817E-5
				4)	cile	4893	1828	1.6187807E-5
				5)	cilm	6230	1001	8.86433E-6
				6)	cila	8944	323	2.8603183E-6
			13)	cib	0	0	0.0
				1)	cibi	2313	7548	6.684112E-5
				2)	cibe	4649	2060	1.8242277E-5
				3)	ciba	6239	997	8.828908E-6
				4)	cibo	9332	278	2.4618219E-6
				5)	cibl	9597	254	2.2492904E-6
			14)	civ	0	0	0.0
				1)	civi	2379	7281	6.447671E-5
				2)	civo	9376	275	2.4352555E-6
			15)	cic	0	0	0.0
				1)	cici	2383	7254	6.423761E-5
				2)	cicl	4438	2276	2.0155061E-5
			16)	cin	0	0	0.0
				1)	cinc	3066	4754	4.2098927E-5
				2)	cino	3948	2927	2.5919975E-5
				3)	cina	4258	2504	2.2174108E-5
				4)	cind	4569	2133	1.8888728E-5
				5)	cine	6504	875	7.74854E-6
				6)	cint	8771	345	3.0551387E-6
				7)	cini	10170	204	1.8065168E-6
			17)	cif	0	0	0.0
				1)	cifr	3762	3203	2.8364086E-5
				2)	cifi	5435	1403	1.2424231E-5
			18)	cié	0	0	0.0
				1)	cién	5562	1326	1.174236E-5
			19)	cig	0	0	0.0
				1)	ciga	8767	346	3.0639942E-6
		2)	co	0	0	0.0
			1)	con	0	0	0.0
				1)	cont	41	136365	0.0012075768
				2)	cons	53	120458	0.0010667128
				3)	conc	273	47031	4.1648184E-4
				4)	cono	467	33146	2.9352357E-4
				5)	conf	495	32037	2.8370283E-4
				6)	cond	655	26621	2.357416E-4
				7)	conv	700	25613	2.2681527E-4
				8)	conó	756	24196	2.1426707E-4
				9)	conj	1725	11015	9.754305E-5
				10)	cone	4908	1814	1.606383E-5
				11)	cong	4912	1811	1.6037264E-5
				12)	conm	5746	1227	1.0865668E-5
				13)	conl	6193	1021	9.04144E-6
				14)	conq	8424	393	3.4802015E-6
				15)	coni	8922	327	2.8957402E-6
			2)	com	0	0	0.0
				1)	comp	76	96409	8.537475E-4
				2)	comu	416	35270	3.123326E-4
				3)	come	434	34399	3.0461946E-4
				4)	comi	1243	15676	1.3881842E-4
				5)	comú	1405	13736	1.216388E-4
				6)	comb	2386	7223	6.3963096E-5
				7)	como	8277	416	3.6838774E-6
				8)	coma	9324	279	2.4706774E-6
			3)	cos	0	0	0.0
				1)	cos_	236	51009	4.517089E-4
				2)	cosa	1516	12593	1.11516994E-4
				3)	cost	1674	11365	1.0064247E-4
				4)	cosi	7917	482	4.2683387E-6
				5)	coso	8026	459	4.064663E-6
				6)	cose	8363	402	3.5599007E-6
				7)	cosm	8573	374	3.3119475E-6
			4)	cor	0	0	0.0
				1)	corr	968	19636	1.738861E-4
				2)	cord	1580	12038	1.066022E-4
				3)	cort	2973	5056	4.477328E-5
				4)	corp	3501	3749	3.3199176E-5
				5)	cora	5219	1570	1.3903095E-5
				6)	coro	8750	348	3.0817052E-6
				7)	core	9210	291	2.5769432E-6
			5)	coo	0	0	0.0
				1)	coop	1083	17781	1.5745919E-4
				2)	coor	2673	6026	5.3363092E-5
			6)	col	0	0	0.0
				1)	cole	1310	14937	1.3227422E-4
				2)	cola	1488	12902	1.1425334E-4
				3)	colo	3576	3574	3.1649466E-5
				4)	coló	4332	2393	2.119115E-5
				5)	colm	9041	310	2.7451972E-6
			7)	coh	0	0	0.0
				1)	cohe	2098	8626	7.6387325E-5
				2)	coho	5864	1168	1.0343194E-5
				3)	cohó	9818	232	2.05447E-6
			8)	cog	0	0	0.0
				1)	coge	3204	4447	3.9380295E-5
				2)	cogi	3596	3527	3.123326E-5
			9)	coi	0	0	0.0
				1)	coin	4448	2268	2.0084217E-5
			10)	coj	0	0	0.0
				1)	cojo	4460	2251	1.9933674E-5
				2)	coja	9254	286	2.5326658E-6
			11)	cod	0	0	0.0
				1)	code	5081	1670	1.4788643E-5
				2)	codi	8377	401	3.5510454E-6
			12)	coc	0	0	0.0
				1)	coch	5429	1407	1.2459653E-5
				2)	coce	9931	222	1.9659153E-6
			13)	cot	0	0	0.0
				1)	coti	5954	1128	9.988976E-6
			14)	cob	0	0	0.0
				1)	cobr	6296	970	8.58981E-6
				2)	cobe	7519	567	5.021054E-6
			15)	cop	0	0	0.0
				1)	copi	6336	946	8.377279E-6
				2)	copl	9292	282	2.497244E-6
				3)	copr	10010	215	1.903927E-6
			16)	cof	0	0	0.0
				1)	cofi	7147	670	5.933168E-6
			17)	coa	0	0	0.0
				1)	coal	7253	637	5.640937E-6
				2)	coar	10184	203	1.7976613E-6
			18)	coe	0	0	0.0
				1)	coex	7673	534	4.7288236E-6
			19)	coy	0	0	0.0
				1)	coyu	9358	276	2.444111E-6
		3)	ch	0	0	0.0
			1)	cho	0	0	0.0
				1)	cho_	104	82455	7.3017814E-4
				2)	chos	386	36407	3.2240126E-4
				3)	choc	7405	595	5.2690075E-6
				4)	choq	9557	257	2.275857E-6
			2)	cha	0	0	0.0
				1)	cha_	614	27700	2.4529666E-4
				2)	chas	1349	14446	1.2792619E-4
				3)	char	2042	8960	7.934505E-5
				4)	chaz	2568	6387	5.6559915E-5
				5)	chad	3952	2920	2.5857986E-5
				6)	chan	4628	2075	1.8375109E-5
				7)	cham	4937	1789	1.5842445E-5
				8)	chac	7474	576	5.1007532E-6
				9)	chab	9903	224	1.9836264E-6
			3)	che	0	0	0.0
				1)	che_	3396	3976	3.5209367E-5
				2)	chen	6435	906	8.02306E-6
				3)	ches	6747	787	6.9692587E-6
				4)	chec	6942	731	6.4733517E-6
				5)	cheq	8321	409	3.6218892E-6
				6)	chem	9413	271	2.3998336E-6
				7)	cher	9526	259	2.2935678E-6
			4)	chi	0	0	0.0
				1)	chin	4737	1965	1.7401007E-5
				2)	chip	6211	1010	8.944029E-6
				3)	chiv	9042	310	2.7451972E-6
				4)	chic	9759	238	2.107603E-6
			5)	chí	0	0	0.0
				1)	chís	7260	635	5.6232266E-6
		4)	ct	0	0	0.0
			1)	cto	0	0	0.0
				1)	cto_	164	64023	5.66954E-4
				2)	ctor	390	36332	3.217371E-4
				3)	ctos	401	35902	3.1792925E-4
			2)	cti	0	0	0.0
				1)	ctiv	234	51066	4.5221366E-4
				2)	ctic	1268	15456	1.3687022E-4
				3)	ctim	3096	4682	4.146133E-5
				4)	ctit	3876	3017	2.6716967E-5
				5)	ctif	7086	687	6.083711E-6
				6)	ctib	8195	430	3.807854E-6
			3)	ctu	0	0	0.0
				1)	ctua	466	33179	2.938158E-4
				2)	ctur	1169	16593	1.469389E-4
				3)	ctub	4538	2175	1.9260657E-5
			4)	cta	0	0	0.0
				1)	cta_	1315	14844	1.3145067E-4
				2)	ctam	1956	9466	8.382592E-5
				3)	ctad	2276	7679	6.800119E-5
				4)	ctas	4274	2476	2.1926155E-5
				5)	ctar	4319	2412	2.1359405E-5
				6)	ctan	4710	1986	1.7586972E-5
				7)	ctat	5296	1500	1.3283212E-5
				8)	ctac	9192	292	2.5857985E-6
			5)	cte	0	0	0.0
				1)	cter	2558	6429	5.6931847E-5
				2)	cte_	8739	349	3.0905605E-6
				3)	cteo	9040	310	2.7451972E-6
				4)	cten	9854	228	2.0190482E-6
			6)	ctr	0	0	0.0
				1)	ctri	3202	4453	3.9433427E-5
				2)	ctró	4679	2012	1.7817216E-5
				3)	ctro	7722	523	4.631413E-6
			7)	ctú	0	0	0.0
				1)	ctúa	6408	917	8.12047E-6
				2)	ctúe	6464	894	7.916794E-6
			8)	ctí	0	0	0.0
				1)	ctíf	7972	470	4.162073E-6
			9)	ctá	0	0	0.0
				1)	ctár	8778	344	3.0462834E-6
				2)	ctác	10183	203	1.7976613E-6
			10)	ctó	0	0	0.0
				1)	ctó_	10059	211	1.8685051E-6
		5)	cc	0	0	0.0
			1)	cci	0	0	0.0
				1)	cció	166	63409	5.615168E-4
				2)	ccio	831	22380	1.9818552E-4
				3)	ccid	3422	3925	3.4757737E-5
			2)	cce	0	0	0.0
				1)	cces	2101	8609	7.623678E-5
				2)	cced	5478	1377	1.2193988E-5
		6)	ca	0	0	0.0
			1)	cas	0	0	0.0
				1)	cas_	225	52411	4.6412428E-4
				2)	caso	577	29001	2.568176E-4
				3)	casi	1574	12091	1.07071544E-4
				4)	casa	3712	3293	2.9161078E-5
				5)	cast	5623	1290	1.1423563E-5
				6)	case	6391	923	8.173603E-6
				7)	casc	8498	384	3.4005022E-6
				8)	casu	8533	381	3.373936E-6
			2)	cac	0	0	0.0
				1)	caci	226	52120	4.6154734E-4
				2)	cace	4942	1786	1.5815878E-5
				3)	caca	10132	206	1.8242278E-6
			3)	cad	0	0	0.0
				1)	cado	238	50688	4.488663E-4
				2)	cada	1653	11521	1.0202392E-4
				3)	cade	5287	1506	1.3336345E-5
				4)	cadé	8547	378	3.3473693E-6
			4)	car	0	0	0.0
				1)	car_	573	29182	2.5842045E-4
				2)	carg	2250	7766	6.877162E-5
				3)	cará	2617	6231	5.517846E-5
				4)	cara	2716	5875	5.2025913E-5
				5)	carr	2877	5351	4.7385645E-5
				6)	care	3508	3742	3.3137185E-5
				7)	cars	3685	3333	2.9515297E-5
				8)	cart	3767	3199	2.8328663E-5
				9)	carb	4273	2477	2.1935011E-5
				10)	carn	4420	2292	2.0296748E-5
				11)	carl	4849	1866	1.6524316E-5
				12)	cari	5229	1563	1.3841107E-5
				13)	carí	5503	1361	1.2052301E-5
				14)	caro	6110	1059	9.377947E-6
				15)	carc	6436	906	8.02306E-6
			5)	cam	0	0	0.0
				1)	camb	856	21706	1.9221693E-4
				2)	came	1068	17984	1.5925686E-4
				3)	cami	2107	8592	7.608624E-5
				4)	camp	2439	6933	6.1395E-5
				5)	camo	5041	1691	1.4974607E-5
			6)	cap	0	0	0.0
				1)	capa	1225	15861	1.4045669E-4
				2)	capi	2404	7101	6.2882726E-5
				3)	capt	5328	1473	1.3044114E-5
				4)	capí	5521	1351	1.1963746E-5
			7)	cal	0	0	0.0
				1)	cali	1458	13163	1.1656461E-4
				2)	cale	2198	8022	7.1038616E-5
				3)	cala	2374	7293	6.458298E-5
				4)	cal_	3126	4635	4.1045125E-5
				5)	calc	4684	2009	1.7790648E-5
				6)	call	5692	1257	1.1131332E-5
				7)	calm	7021	708	6.269676E-6
				8)	calo	8012	461	4.082374E-6
				9)	cald	8610	369	3.26767E-6
				10)	calu	8821	340	3.0108613E-6
				11)	calz	9293	282	2.497244E-6
			8)	can	0	0	0.0
				1)	canz	1903	9803	8.6810214E-5
				2)	cand	1994	9187	8.135525E-5
				3)	can_	2045	8954	7.9291916E-5
				4)	cant	2311	7556	6.691197E-5
				5)	canc	2802	5586	4.9466682E-5
				6)	cani	3266	4258	3.770661E-5
				7)	cano	3620	3491	3.0914463E-5
				8)	cana	4192	2575	2.2802848E-5
				9)	cans	6267	983	8.704931E-6
			9)	cab	0	0	0.0
				1)	cabo	2091	8658	7.66707E-5
				2)	caba	2150	8339	7.3845804E-5
				3)	cabe	2933	5196	4.6013047E-5
				4)	cabl	3921	2960	2.6212205E-5
				5)	cabi	7871	490	4.3391824E-6
				6)	cabr	9079	306	2.7097753E-6
			10)	cau	0	0	0.0
				1)	caus	2365	7347	6.506117E-5
				2)	caut	6123	1053	9.3248145E-6
				3)	cauc	7379	600	5.313285E-6
				4)	caud	8380	400	3.54219E-6
			11)	caz	0	0	0.0
				1)	caz_	2818	5518	4.886451E-5
				2)	cazm	7034	705	6.2431095E-6
				3)	caza	7632	542	4.7996673E-6
			12)	cat	0	0	0.0
				1)	cati	2932	5197	4.60219E-5
				2)	catá	4020	2822	2.499015E-5
				3)	cate	4240	2527	2.2377784E-5
				4)	cato	5359	1452	1.285815E-5
				5)	cata	5724	1242	1.0998499E-5
				6)	cató	9325	279	2.4706774E-6
				7)	catu	9975	217	1.921638E-6
			13)	caí	0	0	0.0
				1)	caíd	6461	895	7.92565E-6
			14)	cav	0	0	0.0
				1)	cava	6549	858	7.5979974E-6
			15)	cae	0	0	0.0
				1)	caer	7088	686	6.0748557E-6
				2)	cae_	7706	528	4.6756904E-6
			16)	caj	0	0	0.0
				1)	caja	7188	656	5.8091914E-6
			17)	cañ	0	0	0.0
				1)	caño	7929	479	4.2417723E-6
			18)	cao	0	0	0.0
				1)	caos	9268	285	2.5238103E-6
			19)	cai	0	0	0.0
				1)	caig	9827	231	2.0456146E-6
			20)	caf	0	0	0.0
				1)	café	10236	200	1.771095E-6
		7)	cu	0	0	0.0
			1)	cue	0	0	0.0
				1)	cues	300	43603	3.8612526E-4
				2)	cuen	321	41996	3.718945E-4
				3)	cuer	342	40360	3.5740694E-4
				4)	cuel	5047	1686	1.49303305E-5
			2)	cul	0	0	0.0
				1)	cula	666	26325	2.3312037E-4
				2)	cult	669	26307	2.3296097E-4
				3)	culo	1069	17981	1.5923029E-4
				4)	culp	4072	2729	2.416659E-5
				5)	culi	6311	964	8.536677E-6
				6)	culm	7811	507	4.4897256E-6
			3)	cup	0	0	0.0
				1)	cupa	960	19875	1.7600256E-4
				2)	cupe	3581	3565	3.1569765E-5
			4)	cua	0	0	0.0
				1)	cual	1094	17628	1.561043E-4
				2)	cuan	1659	11477	1.0163428E-4
				3)	cuad	1809	10521	9.316845E-5
				4)	cuat	3385	3990	3.5333345E-5
				5)	cuar	4221	2544	2.2528327E-5
				6)	cuac	8320	409	3.6218892E-6
			5)	cur	0	0	0.0
				1)	curs	1261	15503	1.3728642E-4
				2)	curr	1955	9469	8.385249E-5
				3)	cura	5020	1712	1.5160573E-5
				4)	curi	5714	1246	1.10339215E-5
			6)	cum	0	0	0.0
				1)	cump	1361	14338	1.269698E-4
				2)	cume	2427	6990	6.1899766E-5
				3)	cumb	3669	3359	2.9745539E-5
				4)	cumu	6701	799	7.075524E-6
			7)	cuc	0	0	0.0
				1)	cuch	2962	5094	4.5109788E-5
				2)	cuci	2984	5029	4.4534183E-5
			8)	cuá	0	0	0.0
				1)	cuál	3342	4102	3.6325157E-5
				2)	cuán	3950	2923	2.5884552E-5
			9)	cut	0	0	0.0
				1)	cuti	3358	4051	3.5873527E-5
				2)	cuto	5203	1579	1.3982794E-5
				3)	cuta	5918	1146	1.0148374E-5
				4)	cute	7778	513	4.5428583E-6
			10)	cuy	0	0	0.0
				1)	cuyo	3546	3643	3.2260494E-5
				2)	cuya	3705	3297	2.91965E-5
			11)	cun	0	0	0.0
				1)	cuns	3560	3619	3.2047963E-5
				2)	cuna	5882	1160	1.0272351E-5
				3)	cund	6433	907	8.031915E-6
				4)	cuno	8331	407	3.6041781E-6
			12)	cus	0	0	0.0
				1)	cusi	3630	3463	3.066651E-5
				2)	cusa	4066	2734	2.4210867E-5
			13)	cuo	0	0	0.0
				1)	cuot	4139	2648	2.3449296E-5
			14)	cui	0	0	0.0
				1)	cuid	4167	2613	2.3139355E-5
				2)	cuic	9306	281	2.4883884E-6
			15)	cub	0	0	0.0
				1)	cubr	4299	2447	2.1669346E-5
				2)	cubi	6180	1027	9.094572E-6
				3)	cuba	7491	573	5.074187E-6
			16)	cud	0	0	0.0
