English	4	128173779	11379
				1)	tdev	11211	212	1.0811361E-6
		21)	tg	0	0	0.0
			1)	tga	0	0	0.0
				1)	tgag	9708	362	1.8460909E-6
			2)	tgo	0	0	0.0
				1)	tgoi	10591	260	1.3259216E-6
	2)	i	0	0	0.0
		1)	in	0	0	0.0
			1)	ing	0	0	0.0
				1)	ing_	2	1276714	0.0065108566
				2)	ings	635	46925	2.3930335E-4
				3)	ingl	1476	22839	1.16472016E-4
				4)	inge	3546	6192	3.1577332E-5
				5)	ingi	4109	4577	2.3341321E-5
				6)	ingu	4248	4260	2.1724716E-5
				7)	ingn	5509	2113	1.0775663E-5
				8)	ingr	7438	913	4.656025E-6
				9)	ingf	7587	858	4.3755413E-6
				10)	ingo	9723	360	1.8358915E-6
				11)	ing’	10640	256	1.3055228E-6
			2)	int	0	0	0.0
				1)	inte	53	173649	8.8555756E-4
				2)	into	410	60699	3.095466E-4
				3)	int_	484	56389	2.875669E-4
				4)	intr	1628	20555	1.0482431E-4
				5)	ints	1773	18818	9.596613E-5
				6)	inta	2563	11215	5.719312E-5
				7)	inti	4429	3808	1.9419653E-5
				8)	inty	4548	3505	1.7874443E-5
				9)	intm	5116	2559	1.30501285E-5
				10)	intl	5326	2296	1.1708908E-5
				11)	inth	10485	271	1.3820184E-6
			3)	ins	0	0	0.0
				1)	inst	145	108002	5.5077765E-4
				2)	ins_	1788	18564	9.46708E-5
				3)	insi	3299	7122	3.6320052E-5
				4)	insu	3469	6472	3.300525E-5
				5)	insp	3902	5127	2.6146154E-5
				6)	inse	5517	2108	1.0750165E-5
				7)	inso	7381	938	4.7835174E-6
			4)	ina	0	0	0.0
				1)	inan	541	52392	2.671834E-4
				2)	inat	641	46097	2.350808E-4
				3)	inal	656	45566	2.3237287E-4
				4)	inab	2200	14278	7.28135E-5
				5)	inar	3329	7003	3.571319E-5
				6)	inad	4727	3147	1.604875E-5
				7)	inap	6907	1149	5.8595538E-6
				8)	inac	7609	849	4.329644E-6
				9)	ina_	8519	580	2.9578252E-6
				10)	inau	10432	277	1.4126165E-6
				11)	inas	11078	222	1.1321331E-6
			5)	ind	0	0	0.0
				1)	ind_	556	51376	2.620021E-4
				2)	indi	868	38225	1.9493597E-4
				3)	inde	1025	33027	1.6842774E-4
				4)	indu	1232	27606	1.4078227E-4
				5)	inds	4149	4482	2.285685E-5
				6)	indo	8111	685	3.4932934E-6
				7)	indl	8114	684	3.488194E-6
				8)	indf	10048	320	1.6319035E-6
				9)	indr	11218	212	1.0811361E-6
			6)	ine	0	0	0.0
				1)	ine_	570	50312	2.5657602E-4
				2)	ines	766	41553	2.1190777E-4
				3)	ined	989	34082	1.7380793E-4
				4)	inen	3534	6211	3.1674226E-5
				5)	iner	4909	2854	1.455454E-5
				6)	inel	5098	2595	1.3233718E-5
				7)	inev	5556	2077	1.05920735E-5
				8)	ineq	5558	2076	1.0586974E-5
				9)	inef	6243	1523	7.766841E-6
				10)	inee	6298	1477	7.5322546E-6
				11)	inem	8249	646	3.2944054E-6
				12)	inex	8428	602	3.0700185E-6
				13)	inet	8513	581	2.9629248E-6
				14)	inea	9932	333	1.6981996E-6
				15)	ineg	11217	212	1.0811361E-6
			7)	ink	0	0	0.0
				1)	ink_	632	47092	2.40155E-4
				2)	inki	3400	6735	3.434647E-5
				3)	inke	4211	4343	2.2147991E-5
				4)	inks	4552	3497	1.7833645E-5
				5)	inka	9213	441	2.2489671E-6
			8)	inc	0	0	0.0
				1)	incl	693	44124	2.250191E-4
				2)	incr	704	43528	2.2197967E-4
				3)	inci	865	38272	1.9517566E-4
				4)	inco	2126	14809	7.5521435E-5
				5)	ince	2312	13316	6.790759E-5
				6)	inct	4930	2822	1.4391349E-5
				7)	incu	6417	1413	7.205874E-6
				8)	inca	7028	1088	5.548472E-6
				9)	inch	11143	218	1.1117343E-6
			9)	inf	0	0	0.0
				1)	info	702	43600	2.2234686E-4
				2)	infl	2786	9613	4.90234E-5
				3)	infr	2869	9156	4.669284E-5
				4)	infe	5995	1705	8.694986E-6
				5)	infu	7406	929	4.7376197E-6
				6)	infa	8095	689	3.5136923E-6
				7)	infi	9291	427	2.1775713E-6
			10)	ini	0	0	0.0
				1)	init	857	38530	1.9649138E-4
				2)	inin	1247	27271	1.3907388E-4
				3)	inio	1401	23906	1.2191339E-4
				4)	inis	1546	21704	1.1068386E-4
				5)	inim	3200	7551	3.8507824E-5
				6)	inic	8933	490	2.4988524E-6
			11)	inv	0	0	0.0
				1)	invo	1176	29118	1.4849303E-4
				2)	inve	1299	25952	1.3234737E-4
				3)	invi	4024	4818	2.4570347E-5
				4)	inva	6388	1429	7.287469E-6
			12)	inu	0	0	0.0
				1)	inue	1231	27607	1.4078738E-4
				2)	inui	3977	4931	2.5146614E-5
				3)	inut	4073	4673	2.3830891E-5
				4)	inua	5190	2464	1.2565657E-5
				5)	inuo	6750	1227	6.25733E-6
			13)	inl	0	0	0.0
				1)	inly	1791	18530	9.4497416E-5
				2)	inla	6940	1129	5.75756E-6
			14)	inn	0	0	0.0
				1)	inno	2639	10662	5.4372988E-5
				2)	inni	3385	6801	3.468305E-5
				3)	inne	6328	1464	7.465959E-6
			15)	ino	0	0	0.0
				1)	inor	2887	9063	4.6218567E-5
				2)	inof	6795	1206	6.1502365E-6
				3)	inou	9159	450	2.2948643E-6
				4)	inog	9283	429	2.1877706E-6
				5)	inol	10804	243	1.2392268E-6
			16)	inj	0	0	0.0
				1)	inju	5307	2326	1.1861899E-5
				2)	inje	9532	391	1.993982E-6
			17)	iny	0	0	0.0
				1)	iny_	5557	2076	1.0586974E-5
			18)	inq	0	0	0.0
				1)	inqu	5841	1842	9.393645E-6
			19)	inh	0	0	0.0
				1)	inha	5930	1777	9.062164E-6
				2)	inhe	7112	1048	5.344484E-6
				3)	inhu	7689	820	4.181753E-6
			20)	inp	0	0	0.0
				1)	inpu	7329	955	4.8702123E-6
			21)	inm	0	0	0.0
				1)	inme	9808	349	1.7797948E-6
			22)	inw	0	0	0.0
				1)	inwa	10921	234	1.1933295E-6
		2)	io	0	0	0.0
			1)	ion	0	0	0.0
				1)	ion_	3	1084441	0.005530322
				2)	ions	14	353450	0.0018024885
				3)	iona	81	144800	7.3843636E-4
				4)	ione	1577	21313	1.0868988E-4
				5)	ioni	3000	8521	4.3454533E-5
				6)	ionm	4247	4261	2.1729815E-5
				7)	ion’	8601	561	2.8609309E-6
				8)	ionn	11039	225	1.1474322E-6
			2)	iou	0	0	0.0
				1)	ious	260	76913	3.922331E-4
				2)	iour	5044	2666	1.3595796E-5
			3)	ior	0	0	0.0
				1)	iori	1697	19806	1.0100463E-4
				2)	ior_	4547	3514	1.792034E-5
				3)	iora	6145	1587	8.093221E-6
			4)	iod	0	0	0.0
				1)	iod_	2418	12371	6.308837E-5
				2)	iodi	5480	2143	1.0928654E-5
				3)	iods	6032	1676	8.547095E-6
			5)	iol	0	0	0.0
				1)	iole	2660	10521	5.365393E-5
				2)	iola	3349	6935	3.536641E-5
				3)	iolo	6339	1459	7.44046E-6
			6)	iox	0	0	0.0
				1)	ioxi	6540	1334	6.802998E-6
			7)	ioe	0	0	0.0
				1)	ioec	6573	1318	6.7214028E-6
			8)	iof	0	0	0.0
				1)	iofu	6624	1292	6.5888107E-6
			9)	iot	0	0	0.0
				1)	iote	6924	1141	5.818756E-6
				2)	ioti	7664	826	4.212351E-6
				3)	iots	9673	368	1.8766891E-6
			10)	iov	0	0	0.0
				1)	iovi	7036	1084	5.5280734E-6
			11)	ioa	0	0	0.0
				1)	ioac	7267	983	5.013004E-6
			12)	ios	0	0	0.0
				1)	ios_	8489	587	2.9935231E-6
			13)	iom	0	0	0.0
				1)	iome	8558	570	2.906828E-6
				2)	ioma	8882	501	2.5549489E-6
			14)	iog	0	0	0.0
				1)	ioga	10676	253	1.2902237E-6
			15)	ioc	0	0	0.0
				1)	ioci	11349	201	1.0250394E-6
		3)	ie	0	0	0.0
			1)	ies	0	0	0.0
				1)	ies_	15	342272	0.0017454841
				2)	iest	6889	1160	5.9156505E-6
				3)	ies’	8713	537	2.7385381E-6
				4)	iese	8859	506	2.5804475E-6
			2)	iev	0	0	0.0
				1)	ieve	224	83107	4.2382066E-4
				2)	ievi	3750	5551	2.8308426E-5
				3)	ieva	7787	790	4.028762E-6
			3)	ied	0	0	0.0
				1)	ied_	544	52314	2.6678562E-4
			4)	iew	0	0	0.0
				1)	iew_	807	40175	2.0488039E-4
				2)	iews	3603	6011	3.065429E-5
				3)	iewe	5783	1892	9.648629E-6
				4)	iewp	8115	684	3.488194E-6
				5)	iewi	8354	619	3.1567133E-6
			5)	ien	0	0	0.0
				1)	ient	984	34159	1.742006E-4
				2)	ienc	1359	24687	1.2589626E-4
				3)	iend	3428	6628	3.3800803E-5
				4)	iene	8621	557	2.840532E-6
				5)	iena	9004	478	2.437656E-6
			6)	iet	0	0	0.0
				1)	iety	1905	17324	8.834718E-5
				2)	ieti	5133	2543	1.2968533E-5
				3)	iet_	7248	992	5.058901E-6
				4)	ieth	8753	528	2.692641E-6
				5)	ieta	10704	251	1.2800243E-6
			7)	iel	0	0	0.0
				1)	ield	2019	15919	8.11821E-5
			8)	ier	0	0	0.0
				1)	ier_	2431	12292	6.2685496E-5
				2)	iers	3360	6906	3.521852E-5
				3)	iera	9122	455	2.320363E-6
				4)	ierc	9798	350	1.7848945E-6
			9)	ief	0	0	0.0
				1)	ief_	3660	5830	2.9731242E-5
				2)	iefl	4883	2901	1.47942255E-5
				3)	iefs	8983	481	2.452955E-6
			10)	iec	0	0	0.0
				1)	iece	5114	2562	1.3065428E-5
			11)	ieu	0	0	0.0
				1)	ieur	10537	266	1.3565198E-6
		4)	it	0	0	0.0
			1)	ith	0	0	0.0
				1)	ith_	16	329831	0.0016820387
				2)	ithi	933	35825	1.826967E-4
				3)	itho	1122	30287	1.5445457E-4
				4)	ithd	4136	4522	2.3060837E-5
				5)	ithe	5234	2412	1.2300473E-5
				6)	iths	7769	795	4.0542604E-6
				7)	ithh	9464	402	2.0500788E-6
				8)	ithf	9885	339	1.7287978E-6
			2)	ity	0	0	0.0
				1)	ity_	19	268305	0.0013682746
				2)	ityb	9889	338	1.7236981E-6
				3)	itys	10600	259	1.320822E-6
			3)	iti	0	0	0.0
				1)	itio	96	131332	6.697536E-4
				2)	itie	252	78210	3.9884742E-4
				3)	itic	266	76584	3.905553E-4
				4)	itiz	674	44801	2.2847159E-4
				5)	itiv	932	35921	1.8318628E-4
				6)	itia	1182	28797	1.4685602E-4
				7)	itin	1661	20200	1.0301391E-4
				8)	itim	2970	8655	4.413789E-5
				9)	itis	5709	1958	9.9852095E-6
				10)	itig	7453	907	4.6254268E-6
			4)	itu	0	0	0.0
				1)	itut	629	47134	2.4036919E-4
				2)	itua	675	44789	2.284104E-4
				3)	itud	3493	6360	3.2434084E-5
				4)	itur	3704	5683	2.8981587E-5
				5)	itue	5295	2334	1.1902696E-5
			5)	itt	0	0	0.0
				1)	itte	891	37461	1.9103981E-4
				2)	itti	2863	9178	4.6805035E-5
				3)	ittl	3368	6870	3.503493E-5
			6)	ito	0	0	0.0
				1)	itor	1453	23139	1.18001924E-4
				2)	itol	6976	1115	5.686164E-6
				3)	itou	10664	254	1.2953234E-6
			7)	ite	0	0	0.0
				1)	ite_	1539	21794	1.1114283E-4
				2)	ited	2018	15922	8.11974E-5
				3)	iter	2075	15200	7.751542E-5
				4)	item	2728	10069	5.1348863E-5
				5)	ites	4753	3117	1.5895761E-5
				6)	itel	5132	2543	1.2968533E-5
				7)	itec	7552	868	4.4265385E-6
			8)	ita	0	0	0.0
				1)	ital	1603	20933	1.0675199E-4
				2)	itar	1789	18563	9.46657E-5
				3)	itat	2065	15315	7.810188E-5
				4)	itab	3389	6784	3.4596356E-5
				5)	itan	5237	2408	1.2280074E-5
				6)	itag	5689	1967	1.0031107E-5
				7)	ita_	8752	528	2.692641E-6
				8)	itam	11194	214	1.0913354E-6
			9)	its	0	0	0.0
				1)	its_	1611	20838	1.0626752E-4
				2)	itse	1926	17036	8.687846E-5
			10)	itm	0	0	0.0
				1)	itme	1971	16511	8.420112E-5
			11)	itl	0	0	0.0
				1)	itle	4072	4674	2.3835992E-5
				2)	itly	6634	1287	6.563312E-6
			12)	itn	0	0	0.0
				1)	itne	5026	2689	1.3713089E-5
			13)	itr	0	0	0.0
				1)	itra	5968	1730	8.822479E-6
				2)	itre	9483	399	2.0347798E-6
				3)	itro	9931	333	1.6981996E-6
			14)	itc	0	0	0.0
				1)	itch	6521	1345	6.8590944E-6
			15)	itf	0	0	0.0
				1)	itfu	7805	784	3.9981637E-6
		5)	iv	0	0	0.0
			1)	ive	0	0	0.0
				1)	ive_	20	250792	0.0012789636
				2)	ives	518	54537	2.7812226E-4
				3)	iven	806	40199	2.0500278E-4
				4)	iver	1456	23092	1.1776224E-4
				5)	ivel	1645	20381	1.0393695E-4
				6)	ived	2543	11392	5.8095768E-5
				7)	ivey	8914	494	2.519251E-6
			2)	ivi	0	0	0.0
				1)	ivin	1685	19893	1.01448306E-4
				2)	ivit	1713	19615	1.00030586E-4
				3)	ivid	1856	17855	9.105512E-5
				4)	ivil	2027	15837	8.076392E-5
				5)	ivis	4561	3482	1.7757151E-5
				6)	ivia	10040	321	1.6370033E-6
				7)	ivic	10070	317	1.6166044E-6
			3)	iva	0	0	0.0
				1)	ivat	2379	12725	6.489366E-5
				2)	ival	4338	4023	2.0516087E-5
				3)	ivac	6847	1181	6.022744E-6
				4)	ivab	8402	607	3.095517E-6
			4)	ivo	0	0	0.0
				1)	ivoc	7293	971	4.951807E-6
				2)	ivor	7810	783	3.993064E-6
				3)	ivoi	9482	399	2.0347798E-6
				4)	ivot	11077	222	1.1321331E-6
		6)	ig	0	0	0.0
			1)	igh	0	0	0.0
				1)	ight	55	172411	8.792441E-4
				2)	igh_	2189	14312	7.2986884E-5
				3)	ighl	2218	14099	7.190065E-5
				4)	ighe	3087	8066	4.1134168E-5
				5)	ighb	3333	6989	3.564179E-5
				6)	ighq	7122	1044	5.324085E-6
				7)	ighs	8687	544	2.774236E-6
				8)	ighr	9937	332	1.6930999E-6
				9)	ighi	10754	247	1.2596255E-6
				10)	ighp	11350	201	1.0250394E-6
			2)	ign	0	0	0.0
				1)	igni	1590	21156	1.07889224E-4
				2)	ign_	1677	19962	1.01800186E-4
				3)	igne	2783	9642	4.9171293E-5
				4)	igna	2997	8526	4.348003E-5
				5)	igno	4264	4210	2.146973E-5
				6)	igns	4796	3035	1.5477584E-5
				7)	ignt	5134	2542	1.2963434E-5
				8)	ignm	8669	548	2.7946348E-6
			3)	igr	0	0	0.0
				1)	igra	1858	17836	9.095822E-5
			4)	iga	0	0	0.0
				1)	igat	1990	16205	8.264062E-5
				2)	igar	7601	851	4.3398436E-6
				3)	igan	10016	323	1.6472027E-6
			5)	igi	0	0	0.0
				1)	igin	2597	10992	5.6055887E-5
				2)	igio	3656	5840	2.9782239E-5
				3)	igit	5897	1806	9.210055E-6
				4)	igib	6059	1656	8.445101E-6
				5)	igil	6826	1189	6.0635416E-6
				6)	igid	7705	816	4.161354E-6
			6)	igu	0	0	0.0
				1)	igur	3445	6567	3.348972E-5
				2)	iguo	6850	1179	6.0125444E-6
				3)	igui	8639	554	2.825233E-6
			7)	ige	0	0	0.0
				1)	igen	4376	3961	2.0199906E-5
				2)	iged	5447	2170	1.1066346E-5
				3)	ige_	8214	656	3.3454023E-6
				4)	iger	9284	429	2.1877706E-6
				5)	iges	9339	419	2.1367737E-6
			8)	igg	0	0	0.0
				1)	igge	4573	3437	1.7527664E-5
			9)	igo	0	0	0.0
				1)	igor	4951	2799	1.4274056E-5
				2)	igou	7532	875	4.462236E-6
			10)	igs	0	0	0.0
				1)	igs_	9764	354	1.8052933E-6
			11)	igm	0	0	0.0
				1)	igma	10187	303	1.5452086E-6
		7)	ia	0	0	0.0
			1)	ial	0	0	0.0
				1)	ial_	59	167410	8.5374055E-4
				2)	iall	1191	28376	1.4470905E-4
				3)	ialo	2232	14038	7.1589566E-5
				4)	iali	3237	7388	3.767657E-5
				5)	ials	3395	6748	3.4412766E-5
			2)	iat	0	0	0.0
				1)	iati	368	63630	3.2449383E-4
				2)	iate	876	37909	1.9332448E-4
				3)	iato	6802	1201	6.124738E-6
				4)	iat_	8380	612	3.1210154E-6
				5)	iatr	10448	276	1.4075168E-6
			3)	iam	0	0	0.0
				1)	iame	1624	20634	1.0522718E-4
				2)	iamo	11118	220	1.1219337E-6
			4)	ian	0	0	0.0
				1)	ian_	2486	11798	6.0166243E-5
				2)	ians	3535	6209	3.166403E-5
				3)	ianc	3857	5244	2.6742819E-5
				4)	iann	6380	1432	7.302768E-6
				5)	iant	6809	1198	6.109439E-6
				6)	iani	8706	538	2.7436379E-6
				7)	iang	10654	255	1.3004232E-6
			5)	iab	0	0	0.0
				1)	iabl	3351	6927	3.532561E-5
				2)	iabi	4801	3025	1.5426587E-5
				3)	iabe	10616	258	1.3157222E-6
			6)	iar	0	0	0.0
				1)	iari	3690	5712	2.9129478E-5
				2)	iary	5692	1965	1.0020907E-5
				3)	iar_	5854	1836	9.363047E-6
			7)	iag	0	0	0.0
				1)	iage	7436	914	4.6611244E-6
				2)	iagn	7524	879	4.482635E-6
			8)	ias	0	0	0.0
				1)	iasm	7439	912	4.650925E-6
				2)	ias_	7908	754	3.8451726E-6
				3)	iast	8090	691	3.5238918E-6
				4)	iase	10317	290	1.4789126E-6
			9)	iai	0	0	0.0
				1)	iais	9765	354	1.8052933E-6
		8)	ic	0	0	0.0
			1)	ica	0	0	0.0
				1)	ical	90	137079	6.9906155E-4
				2)	icat	352	65391	3.334744E-4
				3)	ican	1797	18466	9.417103E-5
				4)	icab	4742	3131	1.5967156E-5
				5)	icap	8777	522	2.6620426E-6
				6)	icac	9938	332	1.6930999E-6
				7)	ica_	11144	218	1.1117343E-6
			2)	icu	0	0	0.0
				1)	icul	147	107977	5.506502E-4
				2)	icur	10281	293	1.4942117E-6
			3)	icy	0	0	0.0
				1)	icy_	301	71410	3.6416948E-4
				2)	icym	9349	417	2.1265744E-6
				3)	icyc	11123	219	1.116834E-6
			4)	ice	0	0	0.0
				1)	ice_	441	58841	3.0007135E-4
				2)	ices	812	40079	2.0439082E-4
				3)	icen	4837	2971	1.5151204E-5
				4)	iced	5589	2043	1.0418684E-5
				5)	icer	7136	1040	5.3036865E-6
				6)	icep	7463	905	4.615227E-6
				7)	icem	10466	273	1.3922177E-6
				8)	icea	10486	271	1.3820184E-6
			5)	ici	0	0	0.0
				1)	icie	734	42544	2.1696158E-4
				2)	icia	1621	20707	1.0559946E-4
				3)	icip	2089	15070	7.6852455E-5
				4)	icit	2673	10402	5.3047064E-5
				5)	icis	3021	8429	4.298536E-5
				6)	icin	3609	5989	3.0542094E-5
				7)	icid	5473	2149	1.0959252E-5
				8)	icio	5852	1838	9.373246E-6
				9)	iciz	8952	486	2.4784536E-6
			6)	ict	0	0	0.0
				1)	icti	1580	21272	1.0848079E-4
				2)	ict_	2274	13668	6.970268E-5
				3)	icte	4133	4530	2.3101635E-5
				4)	icta	4235	4292	2.1887907E-5
				5)	icts	4275	4191	2.1372836E-5
				6)	icto	5632	2008	1.0240195E-5
				7)	ictu	5701	1961	1.0000509E-5
				8)	ictl	6287	1483	7.562853E-6
			7)	ics	0	0	0.0
				1)	ics_	2165	14518	7.403742E-5
			8)	icl	0	0	0.0
				1)	icle	2899	9019	4.599418E-5
				2)	icly	7458	906	4.6203268E-6
			9)	ick	0	0	0.0
				1)	ickl	3257	7284	3.7146205E-5
				2)	icki	4055	4734	2.4141973E-5
				3)	ick_	4380	3943	2.0108111E-5
				4)	icke	4850	2953	1.505941E-5
				5)	icks	8464	593	3.0241213E-6
			10)	ich	0	0	0.0
				1)	ich_	5262	2371	1.20913855E-5
				2)	iche	6897	1155	5.890152E-6
				3)	ichm	10641	256	1.3055228E-6
			11)	icr	0	0	0.0
				1)	icro	5792	1885	9.6129315E-6
			12)	icp	0	0	0.0
				1)	icpr	10186	304	1.5503084E-6
			13)	ico	0	0	0.0
				1)	icom	10576	262	1.336121E-6
				2)	icop	11351	201	1.0250394E-6
		9)	im	0	0	0.0
			1)	imp	0	0	0.0
				1)	impo	121	116334	5.932683E-4
				2)	impl	353	65198	3.3249013E-4
				3)	impr	892	37392	1.9068793E-4
				4)	impa	2223	14069	7.174766E-5
				5)	impe	3955	4984	2.5416897E-5
				6)	impu	7390	934	4.7631183E-6
			2)	ime	0	0	0.0
				1)	ime_	200	91949	4.6891219E-4
				2)	imes	1782	18648	9.509918E-5
				3)	imen	2741	9937	5.0675706E-5
				4)	imed	3152	7732	3.943087E-5
				5)	imet	5033	2676	1.3646793E-5
				6)	imel	5848	1840	9.383445E-6
				7)	imef	9172	448	2.284665E-6
			3)	ima	0	0	0.0
				1)	imat	1265	26913	1.372482E-4
				2)	imal	2582	11119	5.670355E-5
				3)	imar	3867	5217	2.6605127E-5
				4)	imag	3972	4953	2.5258807E-5
				5)	imac	5495	2133	1.0877657E-5
			4)	imi	0	0	0.0
				1)	imin	1292	26108	1.3314292E-4
				2)	imit	1833	18083	9.221785E-5
				3)	imil	3274	7229	3.686572E-5
				4)	imis	4375	3962	2.0205005E-5
				5)	imid	7424	921	4.6968225E-6
				6)	imiz	10536	266	1.3565198E-6
			5)	ims	0	0	0.0
				1)	ims_	2201	14257	7.27064E-5
				2)	imse	5499	2130	1.0862358E-5
			6)	imm	0	0	0.0
				1)	immi	2477	11867	6.0518123E-5
				2)	imme	2825	9380	4.7835172E-5
				3)	immu	6192	1559	7.95043E-6
				4)	immo	9902	337	1.7185984E-6
			7)	imu	0	0	0.0
				1)	imum	2795	9554	4.872252E-5
				2)	imul	4588	3395	1.7313476E-5
			8)	imo	0	0	0.0
				1)	imou	4494	3634	1.8532304E-5
				2)	imon	8686	544	2.774236E-6
			9)	imb	0	0	0.0
				1)	imba	6221	1536	7.833137E-6
				2)	imbu	7732	807	4.1154567E-6
				3)	imbe	8608	559	2.8507316E-6
		10)	il	0	0	0.0
			1)	ili	0	0	0.0
				1)	ilit	181	97095	4.951552E-4
				2)	ilia	2805	9503	4.8462436E-5
				3)	ilis	3097	8042	4.1011775E-5
				4)	ilin	3545	6194	3.1587533E-5
				5)	ilie	4364	3979	2.02917E-5
				6)	iliz	7118	1046	5.3342847E-6
				7)	ilib	9425	407	2.0755774E-6
				8)	ilig	9890	338	1.7236981E-6
			2)	ill	0	0	0.0
				1)	illi	913	36687	1.8709264E-4
				2)	ille	2301	13427	6.847365E-5
				3)	illa	3374	6842	3.489214E-5
				4)	ill_	3754	5545	2.827783E-5
				5)	ills	4719	3160	1.6115047E-5
				6)	illu	4965	2778	1.41669625E-5
				7)	illn	7210	1008	5.1404963E-6
				8)	illo	9055	468	2.386659E-6
			3)	ily	0	0	0.0
				1)	ily_	1650	20335	1.0370237E-4
			4)	ild	0	0	0.0
				1)	ildr	2159	14558	7.424141E-5
				2)	ild_	2886	9065	4.6228768E-5
				3)	ildi	3079	8093	4.1271862E-5
				4)	ildc	8943	489	2.4937526E-6
				5)	ilde	9489	397	2.0245802E-6
				6)	ilds	9825	346	1.7644957E-6
				7)	ildl	10211	301	1.5350092E-6
				8)	ildh	10665	254	1.2953234E-6
			5)	ila	0	0	0.0
				1)	ilab	2319	13269	6.76679E-5
				2)	ilat	2871	9147	4.6646943E-5
				3)	ilar	3326	7011	3.5753987E-5
				4)	ilan	6742	1230	6.2726294E-6
			6)	ile	0	0	0.0
				1)	iled	2831	9357	4.771788E-5
				2)	ile_	2832	9352	4.769238E-5
				3)	iles	4962	2784	1.4197561E-5
				4)	ileg	5805	1871	9.541536E-6
				5)	ilen	5810	1867	9.521137E-6
				6)	iler	8959	484	2.468254E-6
				7)	ilem	9375	414	2.1112753E-6
			7)	ils	0	0	0.0
				1)	ils_	3218	7481	3.8150843E-5
				2)	ilst	4234	4294	2.1898106E-5
			8)	ilu	0	0	0.0
				1)	ilur	3945	5006	2.552909E-5
				2)	ilut	10090	315	1.606405E-6
			9)	ilw	0	0	0.0
				1)	ilwa	4856	2944	1.5013513E-5
			10)	ilt	0	0	0.0
				1)	ilt_	5080	2613	1.3325513E-5
				2)	ilty	7181	1016	5.1812935E-6
				3)	ilte	9611	378	1.927686E-6
			11)	ilk	0	0	0.0
				1)	ilk_	5306	2328	1.1872098E-5
			12)	ilo	0	0	0.0
				1)	ilot	6207	1546	7.884134E-6
				2)	ilos	6439	1400	7.139578E-6
				3)	ilom	7953	737	3.7584778E-6
				4)	ilor	8631	555	2.8303327E-6
				5)	ilog	11082	221	1.1270333E-6
			13)	ilm	0	0	0.0
				1)	ilm_	8417	605	3.0853175E-6
				2)	ilme	8567	568	2.8966288E-6
				3)	ilms	9556	388	1.978683E-6
			14)	ilf	0	0	0.0
				1)	ilfu	10397	282	1.438115E-6
		11)	ib	0	0	0.0
			1)	ibl	0	0	0.0
				1)	ible	255	77699	3.9624146E-4
				2)	ibly	4087	4628	2.3601406E-5
			2)	ibi	0	0	0.0
				1)	ibil	737	42534	2.1691057E-4
				2)	ibit	4832	2978	1.5186903E-5
				3)	ibio	8238	649	3.3097044E-6
				4)	ibin	9123	455	2.320363E-6
			3)	ibu	0	0	0.0
				1)	ibut	1064	31972	1.6304756E-4
				2)	ibun	9318	422	2.1520727E-6
			4)	ibe	0	0	0.0
				1)	iber	2202	14252	7.26809E-5
				2)	ibed	4713	3169	1.6160944E-5
				3)	ibe_	6019	1686	8.598092E-6
				4)	ibes	8134	680	3.467795E-6
			5)	ibr	0	0	0.0
				1)	ibra	7925	748	3.8145745E-6
				2)	ibri	9619	377	1.9225863E-6
				3)	ibre	9697	364	1.8562903E-6
		12)	is	0	0	0.0
			1)	iss	0	0	0.0
				1)	issu	296	71747	3.6588806E-4
				2)	issi	1301	25928	1.3222499E-4
				3)	isse	5130	2544	1.2973633E-5
				4)	iss_	7671	824	4.2021516E-6
				5)	issa	7871	766	3.906369E-6
				6)	isso	8858	506	2.5804475E-6
			2)	isi	0	0	0.0
				1)	isio	322	69258	3.5319492E-4
				2)	isin	1505	22413	1.14299546E-4
				3)	isis	1522	22115	1.1277983E-4
				4)	isit	3134	7842	3.9991835E-5
				5)	isiv	4510	3593	1.8323217E-5
				6)	isib	5386	2234	1.1392726E-5
			3)	ise	0	0	0.0
				1)	ise_	324	68682	3.502575E-4
				2)	ised	739	42462	2.165434E-4
				3)	ises	1752	18995	9.6868775E-5
				4)	isea	3402	6732	3.433117E-5
				5)	isel	3411	6705	3.419348E-5
				6)	iser	5929	1777	9.062164E-6
				7)	isen	6203	1549	7.899433E-6
				8)	isem	7983	729	3.7176803E-6
			4)	isa	0	0	0.0
				1)	isat	781	41197	2.1009229E-4
				2)	isas	2821	9393	4.7901467E-5
				3)	isap	3630	5932	3.0251413E-5
				4)	isag	4012	4853	2.4748837E-5
				5)	isab	4284	4173	2.1281043E-5
				6)	isa_	4946	2802	1.4289355E-5
				7)	isad	5041	2670	1.3616195E-5
				8)	isar	7117	1047	5.339384E-6
				9)	isan	8826	513	2.6161454E-6
				10)	isal	9287	428	2.1826709E-6
				11)	isaf	10175	305	1.5554081E-6
			5)	ish	0	0	0.0
				1)	ish_	859	38494	1.963078E-4
				2)	ishe	1040	32555	1.6602069E-4
				3)	ishi	1908	17278	8.811259E-5
				4)	ishm	3425	6651	3.3918095E-5
				5)	isho	9684	365	1.8613899E-6
				6)	isha	9980	326	1.6625017E-6
			6)	isl	0	0	0.0
				1)	isla	866	38258	1.9510427E-4
				2)	isle	6966	1119	5.7065627E-6
			7)	ism	0	0	0.0
				1)	ism_	904	37188	1.8964759E-4
				2)	isms	3568	6126	3.1240754E-5
				3)	isma	5771	1899	9.684328E-6
				4)	ismi	7722	811	4.1358553E-6
