Italian	4	205693006	11141
				2)	_esp	655	68229	1.9921927E-4
				3)	_ese	847	55783	1.6287867E-4
				4)	_est	951	51026	1.4898888E-4
				5)	_esi	1077	45880	1.3396327E-4
				6)	_esa	1767	26338	7.690333E-5
				7)	_esc	2950	12075	3.5257337E-5
				8)	_eso	3849	6877	2.0079891E-5
				9)	_es_	6965	1303	3.8045803E-6
				10)	_esu	7235	1178	3.4395975E-6
			3)	_ec	0	0	0.0
				1)	_eco	618	71666	2.0925484E-4
				2)	_ecc	1810	25603	7.4757234E-5
				3)	_ecu	6562	1587	4.6338214E-6
			4)	_ef	0	0	0.0
				1)	_eff	703	64791	1.8918079E-4
			5)	_ed	0	0	0.0
				1)	_ed_	705	64627	1.8870193E-4
				2)	_edi	5335	2976	8.68951E-6
				3)	_edu	6326	1785	5.211954E-6
			6)	_el	0	0	0.0
				1)	_ele	822	57224	1.670862E-4
				2)	_ela	3074	11300	3.299444E-5
				3)	_eli	3644	7851	2.2923838E-5
				4)	_elo	6891	1347	3.9330544E-6
				5)	_el_	7110	1238	3.6147894E-6
				6)	_elu	8422	658	1.9212694E-6
				7)	_ell	8557	618	1.8044748E-6
			7)	_em	0	0	0.0
				1)	_eme	1018	48310	1.4105854E-4
				2)	_emi	3103	11099	3.2407548E-5
				3)	_ema	6118	1972	5.757968E-6
				4)	_emb	6502	1634	4.7710546E-6
				5)	_emo	7732	923	2.6950327E-6
			8)	_en	0	0	0.0
				1)	_ent	1355	35870	1.0473545E-4
				2)	_ene	1847	24952	7.28564E-5
				3)	_eno	3775	7210	2.1052207E-5
				4)	_en_	4000	6340	1.8511926E-5
				5)	_enf	7853	873	2.5490397E-6
				6)	_enu	8004	799	2.3329699E-6
				7)	_enc	8538	623	1.8190741E-6
				8)	_end	9400	416	1.2146627E-6
			9)	_ev	0	0	0.0
				1)	_evi	1454	33251	9.7088334E-5
				2)	_eve	3241	10277	3.0007423E-5
				3)	_evo	5236	3113	9.089531E-6
				4)	_eva	8834	544	1.588405E-6
			10)	_er	0	0	0.0
				1)	_era	1594	29876	8.72338E-5
				2)	_err	3794	7099	2.0728101E-5
				3)	_ero	4601	4544	1.3267853E-5
				4)	_ere	8051	779	2.2745726E-6
				5)	_eri	10314	284	8.2924083E-7
				6)	_erb	10364	276	8.0588194E-7
				7)	_erg	10964	215	6.2777036E-7
			11)	_eq	0	0	0.0
				1)	_equ	2144	20381	5.950971E-5
			12)	_e’	0	0	0.0
				1)	_e’_	2890	12488	3.646324E-5
			13)	_eg	0	0	0.0
				1)	_egl	4528	4703	1.3732111E-5
				2)	_egi	8729	575	1.6789207E-6
				3)	_ego	9112	473	1.3810948E-6
				4)	_egu	9173	460	1.3431365E-6
				5)	_egr	11018	210	6.1317104E-7
			14)	_et	0	0	0.0
				1)	_eti	4606	4530	1.3226975E-5
				2)	_etn	5321	2994	8.742068E-6
				3)	_età	6043	2049	5.9827976E-6
				4)	_ett	8369	674	1.9679871E-6
				5)	_ete	8545	621	1.8132343E-6
				6)	_et_	10397	272	7.942025E-7
			15)	_ep	0	0	0.0
				1)	_epp	5296	3024	8.829663E-6
				2)	_epi	5373	2913	8.505558E-6
				3)	_epo	8184	733	2.1402589E-6
			16)	_ex	0	0	0.0
				1)	_ex_	5636	2523	7.366812E-6
				2)	_ext	6919	1333	3.892176E-6
			17)	_eb	0	0	0.0
				1)	_ebb	6341	1770	5.168156E-6
				2)	_ebr	8423	658	1.9212694E-6
			18)	_eo	0	0	0.0
				1)	_eo_	9050	488	1.4248927E-6
				2)	_eol	9796	353	1.0307114E-6
		11)	_s	0	0	0.0
			1)	_si	0	0	0.0
				1)	_si_	70	308362	9.0037455E-4
				2)	_sia	137	185908	5.428257E-4
				3)	_sig	232	139684	4.0785802E-4
				4)	_sic	720	63858	1.8645656E-4
				5)	_sit	888	53805	1.5710318E-4
				6)	_sis	1052	46939	1.3705541E-4
				7)	_sin	1593	29883	8.725424E-5
				8)	_sim	2677	14093	4.114962E-5
				9)	_sil	5948	2162	6.312742E-6
				10)	_sie	6157	1932	5.6411736E-6
				11)	_sif	6653	1505	4.3943924E-6
				12)	_sir	8990	501	1.462851E-6
				13)	_sid	9477	406	1.185464E-6
			2)	_st	0	0	0.0
				1)	_sta	83	269816	7.878255E-4
				2)	_str	331	112485	3.2844068E-4
				3)	_ste	821	57383	1.6755045E-4
				4)	_sti	1471	32953	9.621822E-5
				5)	_sto	2489	15964	4.661268E-5
				6)	_stu	2505	15744	4.5970308E-5
			3)	_so	0	0	0.0
				1)	_son	90	246733	7.204263E-4
				2)	_sol	204	148997	4.350507E-4
				3)	_sos	358	106317	3.1043097E-4
				4)	_soc	515	81968	2.3933526E-4
				5)	_sot	815	57678	1.684118E-4
				6)	_sop	1319	37051	1.0818381E-4
				7)	_sod	2396	16969	4.954714E-5
				8)	_sor	2798	13211	3.8574297E-5
				9)	_sov	2894	12459	3.6378562E-5
				10)	_sog	3088	11215	3.2746255E-5
				11)	_sof	3389	9210	2.689193E-5
				12)	_so_	4012	6302	1.8400971E-5
				13)	_som	4574	4605	1.3445965E-5
				14)	_soi	10083	314	9.168367E-7
			4)	_su	0	0	0.0
				1)	_sul	93	240363	7.018268E-4
				2)	_su_	534	79613	2.3245899E-4
				3)	_suo	779	59773	1.7452892E-4
				4)	_sua	978	49925	1.4577412E-4
				5)	_sui	1354	35920	1.04881445E-4
				6)	_sup	1885	24315	7.0996444E-5
				7)	_suc	2015	22132	6.4622385E-5
				8)	_sug	2414	16777	4.8986527E-5
				9)	_sue	2606	14775	4.3140964E-5
				10)	_suf	2827	12902	3.767206E-5
				11)	_sus	2892	12478	3.643404E-5
				12)	_sub	2972	11933	3.4842717E-5
				13)	_sud	3754	7300	2.1314994E-5
				14)	_sur	8513	630	1.8395132E-6
				15)	_sum	10327	282	8.2340114E-7
			5)	_se	0	0	0.0
				1)	_se_	293	119630	3.493031E-4
				2)	_sen	355	106778	3.1177705E-4
				3)	_set	496	83726	2.4446836E-4
				4)	_sem	552	77397	2.2598857E-4
				5)	_ser	608	72271	2.1102135E-4
				6)	_sec	839	56216	1.6414297E-4
				7)	_seg	883	54169	1.5816602E-4
				8)	_sed	2029	21959	6.411725E-5
				9)	_ses	3275	10018	2.925118E-5
				10)	_seb	4017	6287	1.8357174E-5
				11)	_sei	4173	5762	1.6824246E-5
				12)	_sep	4188	5716	1.6689932E-5
				13)	_sev	4852	3879	1.1326145E-5
				14)	_sel	5280	3046	8.8939005E-6
				15)	_sez	7093	1242	3.6264687E-6
				16)	_seq	7776	903	2.6366356E-6
			6)	_sp	0	0	0.0
				1)	_spe	368	103684	3.02743E-4
				2)	_spi	2021	22085	6.448515E-5
				3)	_spa	2262	18913	5.5223354E-5
				4)	_spo	3204	10464	3.0553438E-5
				5)	_spr	4833	3927	1.1466299E-5
				6)	_spu	7063	1261	3.681946E-6
				7)	_spl	8368	674	1.9679871E-6
			7)	_sa	0	0	0.0
				1)	_sar	433	92613	2.704172E-4
				2)	_sal	1542	31058	9.068508E-5
				3)	_san	1584	30299	8.84689E-5
				4)	_sap	1691	27654	8.074587E-5
				5)	_sa_	4588	4567	1.333501E-5
				6)	_sac	5600	2589	7.559523E-6
				7)	_sag	6034	2055	6.0003167E-6
				8)	_sat	6793	1412	4.1228454E-6
				9)	_sab	7896	850	2.4818828E-6
			8)	_sv	0	0	0.0
				1)	_svi	587	74249	2.1679685E-4
				2)	_svo	1242	39418	1.1509513E-4
				3)	_sve	4544	4663	1.3615318E-5
				4)	_sva	4623	4490	1.3110181E-5
				5)	_sv_	8734	574	1.6760009E-6
				6)	_svu	10134	308	8.993175E-7
			9)	_sc	0	0	0.0
				1)	_sco	1006	48745	1.4232867E-4
				2)	_sca	1371	35476	1.0358503E-4
				3)	_sce	2250	19075	5.569637E-5
				4)	_sci	2828	12895	3.7651622E-5
				5)	_scr	3576	8218	2.3995428E-5
				6)	_scu	3974	6458	1.885647E-5
				7)	_sch	4299	5332	1.5568705E-5
			10)	_sf	0	0	0.0
				1)	_sfo	2146	20340	5.9389997E-5
				2)	_sfi	2813	13089	3.8218077E-5
				3)	_sfr	3359	9457	2.7613136E-5
				4)	_sfe	6191	1897	5.5389783E-6
				5)	_sfu	6335	1776	5.185675E-6
				6)	_sfa	6989	1291	3.769542E-6
			11)	_sì	0	0	0.0
				1)	_sì_	3592	8165	2.3840674E-5
				2)	_sì”	10102	312	9.1099696E-7
			12)	_sb	0	0	0.0
				1)	_sba	4333	5217	1.5232921E-5
				2)	_sbl	8587	610	1.7811159E-6
				3)	_sbo	9345	426	1.2438612E-6
				4)	_sbi	11069	206	6.014916E-7
			13)	_sé	0	0	0.0
				1)	_sé_	4531	4697	1.3714593E-5
			14)	_sq	0	0	0.0
				1)	_squ	5048	3474	1.0143601E-5
			15)	_sm	0	0	0.0
				1)	_sma	5362	2936	8.572715E-6
				2)	_sme	5737	2367	6.911314E-6
				3)	_smi	7931	836	2.4410047E-6
				4)	_smo	9954	332	9.693943E-7
			16)	_sl	0	0	0.0
				1)	_slo	5842	2271	6.6310067E-6
				2)	_sle	6842	1384	4.041089E-6
				3)	_sla	7165	1211	3.535953E-6
				4)	_sl_	10904	221	6.4528956E-7
			17)	_sk	0	0	0.0
				1)	_sk_	8220	721	2.1052206E-6
			18)	_sr	0	0	0.0
				1)	_sra	8341	681	1.9884262E-6
			19)	_sn	0	0	0.0
				1)	_sne	8468	644	1.8803912E-6
			20)	_sg	0	0	0.0
				1)	_sgu	8728	575	1.6789207E-6
				2)	_sgr	8792	555	1.6205234E-6
				3)	_sgo	9258	443	1.2934989E-6
			21)	_sh	0	0	0.0
				1)	_sha	10024	323	9.431155E-7
				2)	_sho	10316	283	8.26321E-7
		12)	_t	0	0	0.0
			1)	_tr	0	0	0.0
				1)	_tra	78	280934	8.2028855E-4
				2)	_tro	915	52321	1.5277011E-4
				3)	_tre	1960	23093	6.742837E-5
				4)	_tri	3496	8599	2.5107895E-5
				5)	_tru	6171	1923	5.6148947E-6
			2)	_tu	0	0	0.0
				1)	_tut	88	252484	7.372185E-4
				2)	_tur	2685	14043	4.1003623E-5
				3)	_tun	7583	984	2.8731442E-6
				4)	_tub	8199	728	2.1256596E-6
				5)	_tum	8314	688	2.008865E-6
			3)	_ta	0	0	0.0
				1)	_tal	250	133832	3.90771E-4
				2)	_tan	2125	20676	6.037107E-5
				3)	_tas	2805	13165	3.8439986E-5
				4)	_tar	4011	6304	1.840681E-5
				5)	_tab	4568	4625	1.3504362E-5
				6)	_tag	4699	4284	1.2508689E-5
				7)	_tav	6295	1807	5.2761907E-6
				8)	_tap	6806	1405	4.1024064E-6
				9)	_tac	7258	1167	3.4074792E-6
				10)	_tat	8428	656	1.9154295E-6
			4)	_te	0	0	0.0
				1)	_ter	391	99669	2.9101974E-4
				2)	_tem	573	75308	2.1988899E-4
				3)	_ten	881	54228	1.5833828E-4
				4)	_tes	1530	31359	9.1563954E-5
				5)	_tec	1821	25456	7.432801E-5
				6)	_tel	3757	7294	2.1297474E-5
				7)	_ted	4205	5677	1.6576058E-5
				8)	_teo	6373	1744	5.0922395E-6
				9)	_tet	8083	768	2.2424542E-6
				10)	_tea	8868	536	1.5650461E-6
			5)	_ti	0	0	0.0
				1)	_tip	2442	16456	4.8049253E-5
				2)	_tit	3717	7480	2.184057E-5
				3)	_tim	4917	3736	1.0908605E-5
				4)	_tie	5854	2255	6.584289E-6
				5)	_tir	6691	1481	4.324316E-6
				6)	_tib	7964	816	2.3826076E-6
				7)	_tif	10457	265	7.737635E-7
			6)	_to	0	0	0.0
				1)	_tot	3159	10735	3.134472E-5
				2)	_tor	3237	10306	3.0092098E-5
				3)	_ton	4721	4208	1.228678E-5
				4)	_tol	4885	3797	1.1086717E-5
				5)	_toc	5261	3074	8.975656E-6
				6)	_tos	6138	1957	5.71417E-6
				7)	_tog	6856	1373	4.008971E-6
			7)	_th	0	0	0.0
				1)	_the	8419	659	1.924189E-6
		13)	_r	0	0	0.0
			1)	_ri	0	0	0.0
				1)	_ris	86	254759	7.4386114E-4
				2)	_ric	185	160813	4.695518E-4
				3)	_rig	549	77743	2.2699885E-4
				4)	_rif	580	74762	2.1829474E-4
				5)	_rit	649	68589	2.0027043E-4
				6)	_rin	941	51421	1.5014224E-4
				7)	_rip	1290	37732	1.1017224E-4
				8)	_rid	1365	35604	1.0395877E-4
				9)	_riv	1470	32958	9.623282E-5
				10)	_riu	1553	30833	9.002811E-5
				11)	_rim	1716	27193	7.939981E-5
				12)	_ril	2154	20235	5.908341E-5
				13)	_rie	2549	15363	4.4857843E-5
				14)	_rib	3116	11050	3.2264477E-5
				15)	_ria	4018	6284	1.8348414E-5
				16)	_rio	7225	1183	3.454197E-6
				17)	_riq	9654	374	1.0920285E-6
			2)	_re	0	0	0.0
				1)	_rel	115	207133	6.0479983E-4
				2)	_reg	283	121910	3.559604E-4
				3)	_res	522	81036	2.3661395E-4
				4)	_rea	765	60807	1.7754806E-4
				5)	_rec	1210	40643	1.1867196E-4
				6)	_ren	1812	25580	7.469008E-5
				7)	_ret	2292	18394	5.3707943E-5
				8)	_rev	3076	11283	3.2944805E-5
				9)	_rep	3227	10344	3.0203055E-5
				10)	_red	3292	9891	2.8880357E-5
				11)	_req	3842	6921	2.0208367E-5
				12)	_ref	5125	3313	9.673503E-6
				13)	_rei	5180	3209	9.369837E-6
				14)	_rem	6915	1334	3.895096E-6
				15)	_re_	10396	272	7.942025E-7
			3)	_ra	0	0	0.0
				1)	_rap	622	71192	2.0787082E-4
				2)	_rag	869	54902	1.6030627E-4
				3)	_raf	2012	22189	6.478882E-5
				4)	_rac	2203	19585	5.71855E-5
				5)	_rad	3296	9849	2.8757722E-5
				6)	_rat	3646	7844	2.29034E-5
				7)	_raz	4165	5776	1.6865124E-5
				8)	_ram	4631	4477	1.3072223E-5
				9)	_ral	4686	4317	1.26050445E-5
				10)	_ras	5711	2405	7.0222686E-6
				11)	_rar	6632	1524	4.4498697E-6
				12)	_rav	7240	1176	3.433758E-6
				13)	_rab	9237	447	1.3051783E-6
				14)	_ran	9948	333	9.723141E-7
			4)	_ru	0	0	0.0
				1)	_ruo	1793	25863	7.551639E-5
				2)	_rur	3744	7364	2.1501864E-5
				3)	_rus	4543	4666	1.3624077E-5
				4)	_rum	5904	2212	6.4587352E-6
				5)	_rub	6303	1805	5.2703513E-6
			5)	_ro	0	0	0.0
				1)	_rom	5176	3217	9.393197E-6
				2)	_rot	5365	2927	8.546436E-6
				3)	_ros	6726	1457	4.2542392E-6
				4)	_rov	6865	1364	3.982692E-6
				5)	_ro_	7140	1223	3.5709913E-6
				6)	_roa	8909	522	1.524168E-6
				7)	_rou	9346	426	1.2438612E-6
				8)	_rob	10434	268	7.8252305E-7
		14)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_ha_	121	198517	5.7964225E-4
				2)	_han	480	85454	2.495139E-4
				3)	_hab	10185	301	8.788785E-7
				4)	_hai	10423	270	7.883628E-7
			2)	_ho	0	0	0.0
				1)	_ho_	843	56072	1.637225E-4
				2)	_hoc	8003	799	2.3329699E-6
			3)	_hu	0	0	0.0
				1)	_hu_	7772	905	2.6424752E-6
			4)	_he	0	0	0.0
				1)	_hed	10247	293	8.555196E-7
		15)	_g	0	0	0.0
			1)	_gl	0	0	0.0
				1)	_gli	129	194184	5.669905E-4
				2)	_glo	2248	19091	5.5743087E-5
			2)	_gr	0	0	0.0
				1)	_gra	324	114628	3.3469795E-4
				2)	_gru	848	55680	1.6257793E-4
				3)	_gre	4723	4204	1.2275101E-5
				4)	_gro	5855	2255	6.584289E-6
				5)	_gri	8248	713	2.0818618E-6
			3)	_gi	0	0	0.0
				1)	_giu	390	99718	2.911628E-4
				2)	_gio	867	54954	1.604581E-4
				3)	_già	985	49387	1.4420324E-4
				4)	_gia	5508	2720	7.942025E-6
				5)	_gir	6527	1613	4.709738E-6
				6)	_gig	8709	581	1.6964399E-6
				7)	_gin	10769	234	6.832477E-7
			4)	_ge	0	0	0.0
				1)	_gen	725	63403	1.8512802E-4
				2)	_ges	2024	22041	6.435668E-5
				3)	_geo	4615	4514	1.3180258E-5
				4)	_get	5716	2403	7.0164288E-6
				5)	_ger	7799	893	2.607437E-6
				6)	_gel	10107	311	9.0807714E-7
				7)	_gem	10735	237	6.9200735E-7
			5)	_ga	0	0	0.0
				1)	_gar	928	51691	1.5093059E-4
				2)	_gas	3875	6793	1.9834624E-5
				3)	_gam	6753	1439	4.201682E-6
				4)	_gal	7321	1128	3.2936045E-6
				5)	_gab	9429	412	1.2029832E-6
				6)	_gat	10556	255	7.4456483E-7
				7)	_ga_	10996	212	6.190108E-7
			6)	_go	0	0	0.0
				1)	_gov	1101	44961	1.3127993E-4
				2)	_god	4309	5298	1.546943E-5
				3)	_gom	10238	294	8.584395E-7
				4)	_gol	10298	286	8.350806E-7
			7)	_gu	0	0	0.0
				1)	_gue	3215	10394	3.0349047E-5
				2)	_gua	3318	9689	2.8290544E-5
				3)	_gui	3640	7873	2.2988075E-5
				4)	_gus	9111	473	1.3810948E-6
			8)	_gh	0	0	0.0
				1)	_ghi	10342	279	8.146415E-7
		16)	_f	0	0	0.0
			1)	_fi	0	0	0.0
				1)	_fin	196	153516	4.4824556E-4
				2)	_fis	1990	22506	6.571442E-5
				3)	_fid	3165	10697	3.1233765E-5
				4)	_fir	3827	6984	2.0392317E-5
				5)	_fig	3831	6974	2.0363119E-5
				6)	_fil	4763	4094	1.1953915E-5
				7)	_fia	6214	1881	5.4922607E-6
				8)	_fie	7631	973	2.841026E-6
				9)	_fit	7861	869	2.5373602E-6
				10)	_fiu	7870	863	2.519841E-6
				11)	_fio	8030	784	2.289172E-6
				12)	_fi_	8789	556	1.6234434E-6
				13)	_fib	10232	296	8.642792E-7
			2)	_fo	0	0	0.0
				1)	_for	255	131613	3.842918E-4
				2)	_fon	546	77971	2.2766457E-4
				3)	_fos	2613	14705	4.2936572E-5
				4)	_foc	7250	1173	3.4249983E-6
				5)	_fol	7609	980	2.861465E-6
				6)	_fot	8509	631	1.842433E-6
				7)	_fog	9643	376	1.0978681E-6
				8)	_fom	10108	311	9.0807714E-7
			3)	_fa	0	0	0.0
				1)	_fat	450	90135	2.6318178E-4
				2)	_far	469	87358	2.550733E-4
				3)	_fav	754	61691	1.8012921E-4
				4)	_fac	1543	31018	9.056828E-5
				5)	_fa_	1913	23811	6.952484E-5
				6)	_fam	2686	14040	4.0994866E-5
				7)	_fas	2721	13816	4.0340816E-5
				8)	_fal	3573	8245	2.4074263E-5
				9)	_fan	3746	7363	2.1498945E-5
				10)	_fab	5620	2553	7.454408E-6
				11)	_fau	7618	978	2.855625E-6
				12)	_faz	9410	415	1.2117428E-6
			4)	_fu	0	0	0.0
				1)	_fut	1243	39412	1.1507761E-4
				2)	_fun	1769	26258	7.666974E-5
				3)	_fuo	3478	8715	2.5446598E-5
				4)	_fum	6151	1939	5.6616127E-6
				5)	_fu_	6304	1803	5.2645114E-6
				6)	_fug	6374	1744	5.0922395E-6
				7)	_fus	6938	1321	3.857138E-6
				8)	_fur	7126	1231	3.5943503E-6
				9)	_ful	9165	461	1.3460565E-6
			5)	_fr	0	0	0.0
				1)	_fra	1250	39303	1.1475934E-4
				2)	_fro	1605	29452	8.599578E-5
				3)	_fre	3891	6718	1.9615634E-5
				4)	_fru	4319	5268	1.5381835E-5
				5)	_fr_	6042	2049	5.9827976E-6
				6)	_fri	10458	265	7.737635E-7
			6)	_fe	0	0	0.0
				1)	_fer	2322	17911	5.229765E-5
				2)	_fed	4185	5726	1.671913E-5
				3)	_fen	4312	5289	1.5443151E-5
				4)	_feb	5394	2890	8.438402E-6
				5)	_fem	6207	1885	5.50394E-6
				6)	_fel	6274	1825	5.3287486E-6
				7)	_fes	7574	990	2.8906636E-6
				8)	_fec	8424	657	1.9183494E-6
				9)	_fet	9537	393	1.1475058E-6
			7)	_fl	0	0	0.0
				1)	_fle	3542	8389	2.4494724E-5
				2)	_flu	4955	3673	1.0724653E-5
				3)	_flo	5409	2878	8.403364E-6
				4)	_fla	7991	805	2.350489E-6
			8)	_ft	0	0	0.0
				1)	_fta	11116	202	5.8981215E-7
		17)	_m	0	0	0.0
			1)	_ma	0	0	0.0
				1)	_ma_	228	141614	4.1349337E-4
				2)	_man	558	76534	2.2346873E-4
				3)	_mag	650	68511	2.0004268E-4
				4)	_mat	967	50436	1.4726617E-4
				5)	_mar	1718	27145	7.9259655E-5
				6)	_mas	2138	20423	5.9632344E-5
				7)	_mal	2462	16185	4.725797E-5
				8)	_mai	2638	14447	4.218325E-5
				9)	_mac	4502	4782	1.3962781E-5
				10)	_mad	6299	1806	5.273271E-6
				11)	_maf	9015	495	1.4453318E-6
				12)	_mam	9585	387	1.1299867E-6
				13)	_map	9769	357	1.0423907E-6
				14)	_mae	10876	224	6.5404913E-7
			2)	_mo	0	0	0.0
				1)	_mod	282	122270	3.5701154E-4
				2)	_mol	301	118448	3.4585182E-4
				3)	_mon	668	66842	1.9516943E-4
				4)	_mot	1461	33105	9.6662036E-5
				5)	_mom	1509	31893	9.312316E-5
				6)	_mor	2591	14914	4.3546825E-5
				7)	_mob	3648	7841	2.289464E-5
				8)	_mos	3662	7780	2.2716527E-5
				9)	_mov	4967	3650	1.0657497E-5
				10)	_moz	6128	1965	5.737529E-6
				11)	_mog	9657	373	1.0891085E-6
			3)	_me	0	0	0.0
				1)	_mem	309	117072	3.418341E-4
				2)	_mer	380	100338	2.9297313E-4
				3)	_men	969	50197	1.4656832E-4
				4)	_met	1351	35997	1.0510628E-4
				5)	_mes	1431	33974	9.9199395E-5
				6)	_med	1503	32045	9.356698E-5
				7)	_mez	2483	16022	4.6782032E-5
				8)	_meg	2917	12296	3.5902623E-5
				9)	_me_	3195	10537	3.0766587E-5
				10)	_mec	3321	9678	2.8258426E-5
				11)	_mel	10584	251	7.328854E-7
			4)	_mi	0	0	0.0
				1)	_mi_	555	76992	2.2480602E-4
				2)	_mig	768	60495	1.7663706E-4
				3)	_mis	838	56316	1.6443495E-4
				4)	_min	884	54154	1.5812222E-4
				5)	_mio	1024	48035	1.4025558E-4
				6)	_mil	1202	41088	1.1997129E-4
				7)	_mia	2058	21435	6.258724E-5
				8)	_mie	2949	12080	3.5271936E-5
				9)	_mir	3261	10113	2.9528566E-5
				10)	_mic	6328	1782	5.203194E-6
				11)	_mit	7564	998	2.9140224E-6
				12)	_mix	9455	409	1.1942236E-6
			5)	_mu	0	0	0.0
				1)	_mul	3702	7514	2.1939844E-5
				2)	_mut	4973	3641	1.0631218E-5
				3)	_muo	5008	3567	1.0415149E-5
				4)	_mus	5910	2208	6.4470555E-6
				5)	_mur	6882	1356	3.959333E-6
				6)	_mun	7955	820	2.3942869E-6
				7)	_muc	8697	584	1.7051995E-6
		18)	_v	0	0	0.0
			1)	_ve	0	0	0.0
				1)	_ver	389	99752	2.9126208E-4
				2)	_ven	854	55410	1.6178956E-4
				3)	_ved	2148	20293	5.925276E-5
				4)	_vec	4406	5025	1.4672307E-5
				5)	_vei	4803	4008	1.1702808E-5
				6)	_vel	4969	3645	1.0642898E-5
				7)	_vet	5038	3487	1.0181559E-5
				8)	_ves	5402	2885	8.423803E-6
				9)	_veg	7319	1129	3.2965243E-6
				10)	_ve_	7455	1045	3.051256E-6
			2)	_vo	0	0	0.0
				1)	_vol	540	78966	2.3056983E-4
				2)	_vor	676	66368	1.9378541E-4
				3)	_vot	678	66340	1.9370366E-4
				4)	_vog	1566	30642	8.947041E-5
				5)	_vos	3333	9596	2.8018998E-5
				6)	_voi	3819	7020	2.0497433E-5
				7)	_voc	3973	6470	1.8891507E-5
				8)	_von	7974	812	2.370928E-6
				9)	_vod	10903	221	6.4528956E-7
			3)	_va	0	0	0.0
				1)	_val	684	66131	1.9309341E-4
				2)	_var	2077	21143	6.1734645E-5
				3)	_van	2083	21076	6.1539016E-5
				4)	_va_	2459	16207	4.7322206E-5
				5)	_vas	4677	4355	1.2715999E-5
				6)	_vad	4800	4013	1.1717407E-5
				7)	_vac	5410	2875	8.394603E-6
				8)	_vag	6015	2079	6.0703933E-6
			4)	_vi	0	0	0.0
				1)	_vis	1011	48633	1.4200165E-4
				2)	_vi_	1181	41864	1.222371E-4
				3)	_vit	1302	37376	1.09132765E-4
				4)	_vie	1944	23314	6.807366E-5
				5)	_vio	1979	22695	6.626627E-5
				6)	_via	2031	21954	6.4102656E-5
				7)	_vig	2135	20465	5.9754977E-5
				8)	_vic	2497	15832	4.622726E-5
				9)	_viv	2625	14565	4.252779E-5
				10)	_vin	3191	10567	3.0854182E-5
				11)	_vir	5059	3448	1.0067684E-5
				12)	_vil	7935	831	2.4264054E-6
				13)	_viz	8989	501	1.462851E-6
				14)	_vid	9768	357	1.0423907E-6
			5)	_vu	0	0	0.0
				1)	_vuo	3181	10630	3.1038133E-5
				2)	_vul	5330	2985	8.715789E-6
			6)	_vè	0	0	0.0
				1)	_vè_	10513	259	7.562443E-7
		19)	_o	0	0	0.0
			1)	_on	0	0	0.0
				1)	_ono	623	71154	2.0775988E-4
				2)	_one	4106	5979	1.7457856E-5
				3)	_ond	6139	1957	5.71417E-6
				4)	_on_	7331	1121	3.2731655E-6
				5)	_onl	8356	677	1.9767467E-6
				6)	_onn	9785	354	1.0336312E-6
			2)	_oc	0	0	0.0
				1)	_occ	640	69591	2.0319612E-4
				2)	_oce	10025	323	9.431155E-7
				3)	_ocu	10671	244	7.1244637E-7
			3)	_og	0	0	0.0
				1)	_ogg	852	55519	1.6210783E-4
				2)	_ogn	1358	35728	1.0432083E-4
			4)	_or	0	0	0.0
				1)	_ora	1093	45236	1.3208289E-4
				2)	_org	1475	32914	9.610434E-5
				3)	_ori	1883	24369	7.115412E-5
				4)	_ord	3590	8167	2.3846515E-5
				5)	_orm	3739	7393	2.158654E-5
				6)	_ore	5230	3122	9.11581E-6
				7)	_orr	8074	771	2.2512138E-6
				8)	_ort	8111	760	2.2190952E-6
				9)	_orb	8541	622	1.8161543E-6
				10)	_or_	9259	443	1.2934989E-6
				11)	_orf	10172	303	8.8471825E-7
				12)	_oro	10389	273	7.9712237E-7
			5)	_ob	0	0	0.0
				1)	_obi	1211	40580	1.18488E-4
				2)	_obb	2732	13733	4.0098468E-5
				3)	_obs	8429	656	1.9154295E-6
				4)	_obe	10570	253	7.3872513E-7
			6)	_ot	0	0	0.0
				1)	_ott	1360	35702	1.04244915E-4
			7)	_op	0	0	0.0
				1)	_opp	1384	35086	1.0244628E-4
				2)	_ope	1763	26376	7.701429E-5
				3)	_opi	3643	7854	2.2932598E-5
				4)	_opz	6285	1815	5.2995497E-6
				5)	_opt	6950	1313	3.833779E-6
			8)	_os	0	0	0.0
				1)	_oss	1715	27249	7.9563324E-5
				2)	_ost	3197	10498	3.0652714E-5
				3)	_osp	5666	2478	7.2354183E-6
				4)	_osc	7461	1043	3.0454162E-6
				5)	_osa	8833	544	1.588405E-6
				6)	_ose	9854	347	1.0131922E-6
			9)	_ov	0	0	0.0
				1)	_ovv	1932	23501	6.861968E-5
				2)	_ove	6100	1995	5.825125E-6
				3)	_ovu	6497	1638	4.7827343E-6
				4)	_ovi	8600	607	1.7723563E-6
			10)	_of	0	0	0.0
				1)	_off	2049	21607	6.3089465E-5
				2)	_of_	8721	577	1.6847605E-6
			11)	_ol	0	0	0.0
				1)	_olt	2134	20488	5.9822134E-5
				2)	_ola	5513	2712	7.918666E-6
				3)	_oli	6149	1943	5.673292E-6
				4)	_ole	10173	303	8.8471825E-7
			12)	_od	0	0	0.0
				1)	_odi	4383	5086	1.4850419E-5
				2)	_od_	9934	334	9.75234E-7
			13)	_om	0	0	0.0
				1)	_omb	5563	2635	7.693837E-6
				2)	_omo	6123	1967	5.743369E-6
